x	y	z
3	25	0
3	25	6
3	26	0
3	26	6
3	27	0
3	27	6
3	28	0
3	28	6
3	29	0
3	29	6
3	30	0
3	30	6
3	31	0
3	31	6
3	32	0
3	32	6
3	33	0
3	33	6
3	34	0
3	34	6
3	35	0
3	35	6
3	36	0
3	36	6
3	37	0
3	37	6
3	38	0
3	38	6
3	39	0
3	39	6
3	40	0
3	40	6
3	41	0
3	41	6
3	42	0
3	42	6
3	43	0
3	43	6
3	44	0
3	44	6
3	45	0
3	45	6
3	46	0
3	46	6
3	47	0
3	47	6
3	48	0
3	48	6
3	49	0
3	49	6
3	50	0
3	50	6
3	51	0
3	51	6
3	52	0
3	52	6
3	53	0
3	53	6
3	54	0
3	54	6
3	55	0
3	55	6
3	56	0
3	56	6
3	57	0
3	57	6
3	58	0
3	58	6
3	59	0
3	59	6
3	60	0
3	60	6
3	61	0
3	61	6
3	62	0
3	62	6
3	63	0
3	63	6
3	64	0
3	64	6
3	65	0
3	65	6
3	66	0
3	66	6
3	67	0
3	67	6
3	68	0
3	68	6
3	69	0
3	69	6
3	70	0
3	70	6
3	71	0
3	71	1
3	71	2
3	71	3
3	71	4
3	71	5
3	71	6
4	0	0
4	0	1
4	0	2
4	0	3
4	0	4
4	0	5
4	0	6
4	1	0
4	1	6
4	2	0
4	2	6
4	3	0
4	3	6
4	4	0
4	4	6
4	5	0
4	5	6
4	6	0
4	6	6
4	7	0
4	7	6
4	8	0
4	8	6
4	9	0
4	9	6
4	10	0
4	10	6
4	11	0
4	11	6
4	12	0
4	12	6
4	13	0
4	13	6
4	14	0
4	14	6
4	15	0
4	15	6
4	16	0
4	16	6
4	17	0
4	17	6
4	18	0
4	18	6
4	19	0
4	19	6
4	20	0
4	20	6
4	21	0
4	21	6
4	22	0
4	22	6
4	23	0
4	23	6
4	24	0
4	24	6
4	25	0
4	25	6
4	26	0
4	26	6
4	27	0
4	27	6
4	28	0
4	28	6
4	29	0
4	29	6
4	30	0
4	30	6
4	31	0
4	31	6
4	32	0
4	32	6
4	33	0
4	33	6
4	34	0
4	34	6
4	35	0
4	35	6
4	36	0
4	36	6
4	37	0
4	37	6
4	38	0
4	38	6
4	39	0
4	39	6
4	40	0
4	40	6
4	41	0
4	41	6
4	42	0
4	42	6
4	43	0
4	43	6
4	44	0
4	44	6
4	45	0
4	45	6
4	46	0
4	46	6
4	47	0
4	47	6
4	48	0
4	48	6
4	49	0
4	49	6
4	50	0
4	50	6
4	51	0
4	51	6
4	52	0
4	52	6
4	53	0
4	53	6
4	54	0
4	54	6
4	55	0
4	55	6
4	56	0
4	56	6
4	57	0
4	57	6
4	58	0
4	58	6
4	59	0
4	59	6
4	60	0
4	60	6
4	61	0
4	61	6
4	62	0
4	62	6
4	63	0
4	63	6
4	64	0
4	64	6
4	65	0
4	65	6
4	66	0
4	66	6
4	67	0
4	67	6
4	68	0
4	68	6
4	69	0
4	69	6
4	70	0
4	70	6
4	71	0
4	71	1
4	71	2
4	71	3
4	71	4
4	71	5
4	71	6
5	0	0
5	0	1
5	0	2
5	0	3
5	0	4
5	0	5
5	0	6
5	1	0
5	1	6
5	2	0
5	2	6
5	3	0
5	3	6
5	4	0
5	4	6
5	5	0
5	5	6
5	6	0
5	6	6
5	7	0
5	7	6
5	8	0
5	8	6
5	9	0
5	9	6
5	10	0
5	10	6
5	11	0
5	11	6
5	12	0
5	12	6
5	13	0
5	13	6
5	14	0
5	14	6
5	15	0
5	15	6
5	16	0
5	16	6
5	17	0
5	17	6
5	18	0
5	18	6
5	19	0
5	19	6
5	20	0
5	20	6
5	21	0
5	21	6
5	22	0
5	22	6
5	23	0
5	23	6
5	24	0
5	24	6
5	25	0
5	25	6
5	26	0
5	26	6
5	27	0
5	27	6
5	28	0
5	28	6
5	29	0
5	29	6
5	30	0
5	30	6
5	31	0
5	31	6
5	32	0
5	32	6
5	33	0
5	33	6
5	34	0
5	34	6
5	35	0
5	35	6
5	36	0
5	36	6
5	37	0
5	37	6
5	38	0
5	38	6
5	39	0
5	39	6
5	40	0
5	40	6
5	41	0
5	41	6
5	42	0
5	42	6
5	43	0
5	43	6
5	44	0
5	44	6
5	45	0
5	45	6
5	46	0
5	46	6
5	47	0
5	47	6
5	48	0
5	48	6
5	49	0
5	49	6
5	50	0
5	50	6
5	51	0
5	51	6
5	52	0
5	52	6
5	53	0
5	53	6
5	54	0
5	54	6
5	55	0
5	55	6
5	56	0
5	56	6
5	57	0
5	57	6
5	58	0
5	58	6
5	59	0
5	59	6
5	60	0
5	60	6
5	61	0
5	61	6
5	62	0
5	62	6
5	63	0
5	63	6
5	64	0
5	64	6
5	65	0
5	65	6
5	66	0
5	66	6
5	67	0
5	67	6
5	68	0
5	68	6
5	69	0
5	69	6
5	70	0
5	70	6
5	71	0
5	71	1
5	71	2
5	71	3
5	71	4
5	71	5
5	71	6
6	0	0
6	0	1
6	0	2
6	0	3
6	0	4
6	0	5
6	0	6
6	1	0
6	1	6
6	2	0
6	2	6
6	3	0
6	3	6
6	4	0
6	4	6
6	5	0
6	5	6
6	6	0
6	6	6
6	7	0
6	7	6
6	8	0
6	8	6
6	9	0
6	9	6
6	10	0
6	10	6
6	11	0
6	11	6
6	12	0
6	12	6
6	13	0
6	13	6
6	14	0
6	14	6
6	15	0
6	15	6
6	16	0
6	16	6
6	17	0
6	17	6
6	18	0
6	18	6
6	19	0
6	19	6
6	20	0
6	20	6
6	21	0
6	21	6
6	22	0
6	22	6
6	23	0
6	23	6
6	24	0
6	24	6
6	25	0
6	25	6
6	26	0
6	26	6
6	27	0
6	27	6
6	28	0
6	28	6
6	29	0
6	29	6
6	30	0
6	30	6
6	31	0
6	31	6
6	32	0
6	32	6
6	33	0
6	33	6
6	34	0
6	34	6
6	35	0
6	35	6
6	36	0
6	36	6
6	37	0
6	37	6
6	38	0
6	38	6
6	39	0
6	39	6
6	40	0
6	40	6
6	41	0
6	41	6
6	42	0
6	42	6
6	43	0
6	43	6
6	44	0
6	44	6
6	45	0
6	45	6
6	46	0
6	46	6
6	47	0
6	47	6
6	48	0
6	48	6
6	49	0
6	49	6
6	50	0
6	50	6
6	51	0
6	51	6
6	52	0
6	52	6
6	53	0
6	53	6
6	54	0
6	54	6
6	55	0
6	55	6
6	56	0
6	56	6
6	57	0
6	57	6
6	58	0
6	58	6
6	59	0
6	59	6
6	60	0
6	60	6
6	61	0
6	61	6
6	62	0
6	62	6
6	63	0
6	63	6
6	64	0
6	64	6
6	65	0
6	65	6
6	66	0
6	66	6
6	67	0
6	67	6
6	68	0
6	68	6
6	69	0
6	69	6
6	70	0
6	70	6
6	71	0
6	71	1
6	71	2
6	71	3
6	71	4
6	71	5
6	71	6
7	0	0
7	0	1
7	0	2
7	0	3
7	0	4
7	0	5
7	0	6
7	1	0
7	1	6
7	2	0
7	2	6
7	3	0
7	3	6
7	4	0
7	4	6
7	5	0
7	5	6
7	6	0
7	6	6
7	7	0
7	7	6
7	8	0
7	8	6
7	9	0
7	9	6
7	10	0
7	10	6
7	11	0
7	11	6
7	12	0
7	12	6
7	13	0
7	13	6
7	14	0
7	14	6
7	15	0
7	15	6
7	16	0
7	16	6
7	17	0
7	17	6
7	18	0
7	18	6
7	19	0
7	19	6
7	20	0
7	20	6
7	21	0
7	21	6
7	22	0
7	22	6
7	23	0
7	23	6
7	24	0
7	24	6
7	25	0
7	25	6
7	26	0
7	26	6
7	27	0
7	27	6
7	28	0
7	28	6
7	29	0
7	29	6
7	30	0
7	30	6
7	31	0
7	31	6
7	32	0
7	32	6
7	33	0
7	33	6
7	34	0
7	34	6
7	35	0
7	35	6
7	36	0
7	36	6
7	37	0
7	37	6
7	38	0
7	38	6
7	39	0
7	39	6
7	40	0
7	40	6
7	41	0
7	41	6
7	42	0
7	42	6
7	43	0
7	43	6
7	44	0
7	44	6
7	45	0
7	45	6
7	46	0
7	46	6
7	47	0
7	47	6
7	48	0
7	48	6
7	49	0
7	49	6
7	50	0
7	50	6
7	51	0
7	51	6
7	52	0
7	52	6
7	53	0
7	53	6
7	54	0
7	54	6
7	55	0
7	55	6
7	56	0
7	56	6
7	57	0
7	57	6
7	58	0
7	58	6
7	59	0
7	59	6
7	60	0
7	60	6
7	61	0
7	61	6
7	62	0
7	62	6
7	63	0
7	63	6
7	64	0
7	64	6
7	65	0
7	65	6
7	66	0
7	66	6
7	67	0
7	67	6
7	68	0
7	68	6
7	69	0
7	69	6
7	70	0
7	70	6
7	71	0
7	71	1
7	71	2
7	71	3
7	71	4
7	71	5
7	71	6
8	0	0
8	0	1
8	0	2
8	0	3
8	0	4
8	0	5
8	0	6
8	1	0
8	1	6
8	2	0
8	2	6
8	3	0
8	3	6
8	4	0
8	4	6
8	5	0
8	5	6
8	6	0
8	6	6
8	7	0
8	7	6
8	8	0
8	8	6
8	9	0
8	9	6
8	10	0
8	10	6
8	11	0
8	11	6
8	12	0
8	12	6
8	13	0
8	13	6
8	14	0
8	14	6
8	15	0
8	15	6
8	16	0
8	16	6
8	17	0
8	17	6
8	18	0
8	18	6
8	19	0
8	19	6
8	20	0
8	20	6
8	21	0
8	21	6
8	22	0
8	22	6
8	23	0
8	23	6
8	24	0
8	24	6
8	25	0
8	25	6
8	26	0
8	26	6
8	27	0
8	27	6
8	28	0
8	28	6
8	29	0
8	29	6
8	30	0
8	30	6
8	31	0
8	31	6
8	32	0
8	32	6
8	33	0
8	33	6
8	34	0
8	34	6
8	35	0
8	35	6
8	36	0
8	36	6
8	37	0
8	37	6
8	38	0
8	38	6
8	39	0
8	39	6
8	40	0
8	40	6
8	41	0
8	41	6
8	42	0
8	42	6
8	43	0
8	43	6
8	44	0
8	44	6
8	45	0
8	45	6
8	46	0
8	46	6
8	47	0
8	47	6
8	48	0
8	48	6
8	49	0
8	49	6
8	50	0
8	50	6
8	51	0
8	51	6
8	52	0
8	52	6
8	53	0
8	53	6
8	54	0
8	54	6
8	55	0
8	55	6
8	56	0
8	56	6
8	57	0
8	57	6
8	58	0
8	58	6
8	59	0
8	59	6
8	60	0
8	60	6
8	61	0
8	61	6
8	62	0
8	62	6
8	63	0
8	63	6
8	64	0
8	64	6
8	65	0
8	65	6
8	66	0
8	66	6
8	67	0
8	67	6
8	68	0
8	68	6
8	69	0
8	69	6
8	70	0
8	70	6
8	71	0
8	71	1
8	71	2
8	71	3
8	71	4
8	71	5
8	71	6
9	0	0
9	0	1
9	0	2
9	0	3
9	0	4
9	0	5
9	0	6
9	1	0
9	1	6
9	2	0
9	2	6
9	3	0
9	3	6
9	4	0
9	4	6
9	5	0
9	5	6
9	6	0
9	6	6
9	7	0
9	7	6
9	8	0
9	8	6
9	9	0
9	9	6
9	10	0
9	10	6
9	11	0
9	11	6
9	12	0
9	12	6
9	13	0
9	13	6
9	14	0
9	14	6
9	15	0
9	15	6
9	16	0
9	16	6
9	17	0
9	17	6
9	18	0
9	18	6
9	19	0
9	19	6
9	20	0
9	20	6
9	21	0
9	21	6
9	22	0
9	22	6
9	23	0
9	23	6
9	24	0
9	24	6
9	25	0
9	25	6
9	26	0
9	26	6
9	27	0
9	27	6
9	28	0
9	28	6
9	29	0
9	29	6
9	30	0
9	30	6
9	31	0
9	31	6
9	32	0
9	32	6
9	33	0
9	33	6
9	34	0
9	34	6
9	35	0
9	35	6
9	36	0
9	36	6
9	37	0
9	37	6
9	38	0
9	38	6
9	39	0
9	39	6
9	40	0
9	40	6
9	41	0
9	41	6
9	42	0
9	42	6
9	43	0
9	43	6
9	44	0
9	44	6
9	45	0
9	45	6
9	46	0
9	46	6
9	47	0
9	47	6
9	48	0
9	48	6
9	49	0
9	49	6
9	50	0
9	50	6
9	51	0
9	51	6
9	52	0
9	52	6
9	53	0
9	53	6
9	54	0
9	54	6
9	55	0
9	55	6
9	56	0
9	56	6
9	57	0
9	57	6
9	58	0
9	58	6
9	59	0
9	59	6
9	60	0
9	60	6
9	61	0
9	61	6
9	62	0
9	62	6
9	63	0
9	63	6
9	64	0
9	64	6
9	65	0
9	65	6
9	66	0
9	66	6
9	67	0
9	67	6
9	68	0
9	68	6
9	69	0
9	69	6
9	70	0
9	70	6
9	71	0
9	71	1
9	71	2
9	71	3
9	71	4
9	71	5
9	71	6
10	0	0
10	0	1
10	0	2
10	0	3
10	0	4
10	0	5
10	0	6
10	1	0
10	1	6
10	2	0
10	2	6
10	3	0
10	3	6
10	4	0
10	4	6
10	5	0
10	5	6
10	6	0
10	6	6
10	7	0
10	7	6
10	8	0
10	8	6
10	9	0
10	9	6
10	10	0
10	10	6
10	11	0
10	11	6
10	12	0
10	12	6
10	13	0
10	13	6
10	14	0
10	14	6
10	15	0
10	15	6
10	16	0
10	16	6
10	17	0
10	17	6
10	18	0
10	18	6
10	19	0
10	19	6
10	20	0
10	20	6
10	21	0
10	21	6
10	22	0
10	22	6
10	23	0
10	23	6
10	24	0
10	24	6
10	25	0
10	25	6
10	26	0
10	26	6
10	27	0
10	27	6
10	28	0
10	28	6
10	29	0
10	29	6
10	30	0
10	30	6
10	31	0
10	31	6
10	32	0
10	32	6
10	33	0
10	33	6
10	34	0
10	34	6
10	35	0
10	35	6
10	36	0
10	36	6
10	37	0
10	37	6
10	38	0
10	38	6
10	39	0
10	39	6
10	40	0
10	40	6
10	41	0
10	41	6
10	42	0
10	42	6
10	43	0
10	43	6
10	44	0
10	44	6
10	45	0
10	45	6
10	46	0
10	46	6
10	47	0
10	47	6
10	48	0
10	48	6
10	49	0
10	49	6
10	50	0
10	50	6
10	51	0
10	51	6
10	52	0
10	52	6
10	53	0
10	53	6
10	54	0
10	54	6
10	55	0
10	55	6
10	56	0
10	56	6
10	57	0
10	57	6
10	58	0
10	58	6
10	59	0
10	59	6
10	60	0
10	60	6
10	61	0
10	61	6
10	62	0
10	62	6
10	63	0
10	63	6
10	64	0
10	64	6
10	65	0
10	65	6
10	66	0
10	66	6
10	67	0
10	67	6
10	68	0
10	68	6
10	69	0
10	69	6
10	70	0
10	70	6
10	71	0
10	71	1
10	71	2
10	71	3
10	71	4
10	71	5
10	71	6
11	0	0
11	0	1
11	0	2
11	0	3
11	0	4
11	0	5
11	0	6
11	1	0
11	1	6
11	2	0
11	2	6
11	3	0
11	3	6
11	4	0
11	4	6
11	5	0
11	5	6
11	6	0
11	6	6
11	7	0
11	7	6
11	8	0
11	8	6
11	9	0
11	9	6
11	10	0
11	10	6
11	11	0
11	11	6
11	12	0
11	12	6
11	13	0
11	13	6
11	14	0
11	14	6
11	15	0
11	15	6
11	16	0
11	16	6
11	17	0
11	17	6
11	18	0
11	18	6
11	19	0
11	19	6
11	20	0
11	20	6
11	21	0
11	21	6
11	22	0
11	22	6
11	23	0
11	23	6
11	24	0
11	24	6
11	25	0
11	25	6
11	26	0
11	26	6
11	27	0
11	27	6
11	28	0
11	28	6
11	29	0
11	29	6
11	30	0
11	30	6
11	31	0
11	31	6
11	32	0
11	32	6
11	33	0
11	33	6
11	34	0
11	34	6
11	35	0
11	35	6
11	36	0
11	36	6
11	37	0
11	37	6
11	38	0
11	38	6
11	39	0
11	39	6
11	40	0
11	40	6
11	41	0
11	41	6
11	42	0
11	42	6
11	43	0
11	43	6
11	44	0
11	44	6
11	45	0
11	45	6
11	46	0
11	46	6
11	47	0
11	47	6
11	48	0
11	48	6
11	49	0
11	49	6
11	50	0
11	50	6
11	51	0
11	51	6
11	52	0
11	52	6
11	53	0
11	53	6
11	54	0
11	54	6
11	55	0
11	55	6
11	56	0
11	56	6
11	57	0
11	57	6
11	58	0
11	58	6
11	59	0
11	59	6
11	60	0
11	60	6
11	61	0
11	61	6
11	62	0
11	62	6
11	63	0
11	63	6
11	64	0
11	64	6
11	65	0
11	65	6
11	66	0
11	66	6
11	67	0
11	67	6
11	68	0
11	68	6
11	69	0
11	69	6
11	70	0
11	70	6
11	71	0
11	71	1
11	71	2
11	71	3
11	71	4
11	71	5
11	71	6
12	0	0
12	0	1
12	0	2
12	0	3
12	0	4
12	0	5
12	0	6
12	1	0
12	1	6
12	2	0
12	2	6
12	3	0
12	3	6
12	4	0
12	4	6
12	5	0
12	5	6
12	6	0
12	6	6
12	7	0
12	7	6
12	8	0
12	8	6
12	9	0
12	9	6
12	10	0
12	10	6
12	11	0
12	11	6
12	12	0
12	12	6
12	13	0
12	13	6
12	14	0
12	14	6
12	15	0
12	15	6
12	16	0
12	16	6
12	17	0
12	17	6
12	18	0
12	18	6
12	19	0
12	19	6
12	20	0
12	20	6
12	21	0
12	21	6
12	22	0
12	22	6
12	23	0
12	23	6
12	24	0
12	24	6
12	25	0
12	25	6
12	26	0
12	26	6
12	27	0
12	27	6
12	28	0
12	28	6
12	29	0
12	29	6
12	30	0
12	30	6
12	31	0
12	31	6
12	32	0
12	32	6
12	33	0
12	33	6
12	34	0
12	34	6
12	35	0
12	35	6
12	36	0
12	36	6
12	37	0
12	37	6
12	38	0
12	38	6
12	39	0
12	39	6
12	40	0
12	40	6
12	41	0
12	41	6
12	42	0
12	42	6
12	43	0
12	43	6
12	44	0
12	44	6
12	45	0
12	45	6
12	46	0
12	46	6
12	47	0
12	47	6
12	48	0
12	48	6
12	49	0
12	49	6
12	50	0
12	50	6
12	51	0
12	51	6
12	52	0
12	52	6
12	53	0
12	53	6
12	54	0
12	54	6
12	55	0
12	55	6
12	56	0
12	56	6
12	57	0
12	57	6
12	58	0
12	58	6
12	59	0
12	59	6
12	60	0
12	60	6
12	61	0
12	61	6
12	62	0
12	62	6
12	63	0
12	63	6
