x,y,z,type
-650,570,-10,epithelial
-650,590,-10,epithelial
-650,610,-10,epithelial
-650,630,-10,epithelial
-650,650,-10,epithelial
-650,670,-10,epithelial
-630,-670,-10,epithelial
-630,-650,-10,epithelial
-630,-630,-10,epithelial
-630,-610,-10,epithelial
-630,-590,-10,epithelial
-630,-570,-10,epithelial
-630,-550,-10,epithelial
-630,-530,-10,epithelial
-630,-510,-10,epithelial
-630,-490,-10,epithelial
-630,-470,-10,epithelial
-630,-450,-10,epithelial
-630,-430,-10,epithelial
-630,-410,-10,epithelial
-630,-390,-10,epithelial
-630,-370,-10,epithelial
-630,-350,-10,epithelial
-630,-330,-10,epithelial
-630,-310,-10,epithelial
-630,-290,-10,epithelial
-630,-270,-10,epithelial
-630,-250,-10,epithelial
-630,-230,-10,epithelial
-630,-210,-10,epithelial
-630,-190,-10,epithelial
-630,-170,-10,epithelial
-630,-150,-10,epithelial
-630,-130,-10,epithelial
-630,-110,-10,epithelial
-630,-90,-10,epithelial
-630,-70,-10,epithelial
-630,-50,-10,epithelial
-630,-30,-10,epithelial
-630,-10,-10,epithelial
-630,10,-10,epithelial
-630,30,-10,epithelial
-630,50,-10,epithelial
-630,70,-10,epithelial
-630,90,-10,epithelial
-630,110,-10,epithelial
-630,130,-10,epithelial
-630,150,-10,epithelial
-630,170,-10,epithelial
-630,190,-10,epithelial
-630,210,-10,epithelial
-630,230,-10,epithelial
-630,250,-10,epithelial
-630,270,-10,epithelial
-630,290,-10,epithelial
-630,310,-10,epithelial
-630,330,-10,epithelial
-630,350,-10,epithelial
-630,370,-10,epithelial
-630,390,-10,epithelial
-630,410,-10,epithelial
-630,430,-10,epithelial
-630,450,-10,epithelial
-630,470,-10,epithelial
-630,490,-10,epithelial
-630,510,-10,epithelial
-630,530,-10,epithelial
-630,550,-10,epithelial
-630,570,-10,epithelial
-630,590,-10,epithelial
-630,610,-10,epithelial
-630,630,-10,epithelial
-630,650,-10,epithelial
-630,670,-10,epithelial
-610,-670,-10,epithelial
-610,-650,-10,epithelial
-610,-630,-10,epithelial
-610,-610,-10,epithelial
-610,-590,-10,epithelial
-610,-570,-10,epithelial
-610,-550,-10,epithelial
-610,-530,-10,epithelial
-610,-510,-10,epithelial
-610,-490,-10,epithelial
-610,-470,-10,epithelial
-610,-450,-10,epithelial
-610,-430,-10,epithelial
-610,-410,-10,epithelial
-610,-390,-10,epithelial
-610,-370,-10,epithelial
-610,-350,-10,epithelial
-610,-330,-10,epithelial
-610,-310,-10,epithelial
-610,-290,-10,epithelial
-610,-270,-10,epithelial
-610,-250,-10,epithelial
-610,-230,-10,epithelial
-610,-210,-10,epithelial
-610,-190,-10,epithelial
-610,-170,-10,epithelial
-610,-150,-10,epithelial
-610,-130,-10,epithelial
-610,-110,-10,epithelial
-610,-90,-10,epithelial
-610,-70,-10,epithelial
-610,-50,-10,epithelial
-610,-30,-10,epithelial
-610,-10,-10,epithelial
-610,10,-10,epithelial
-610,30,-10,epithelial
-610,50,-10,epithelial
-610,70,-10,epithelial
-610,90,-10,epithelial
-610,110,-10,epithelial
-610,130,-10,epithelial
-610,150,-10,epithelial
-610,170,-10,epithelial
-610,190,-10,epithelial
-610,210,-10,epithelial
-610,230,-10,epithelial
-610,250,-10,epithelial
-610,270,-10,epithelial
-610,290,-10,epithelial
-610,310,-10,epithelial
-610,330,-10,epithelial
-610,350,-10,epithelial
-610,370,-10,epithelial
-610,390,-10,epithelial
-610,410,-10,epithelial
-610,430,-10,epithelial
-610,450,-10,epithelial
-610,470,-10,epithelial
-610,490,-10,epithelial
-610,510,-10,epithelial
-610,530,-10,epithelial
-610,550,-10,epithelial
-610,570,-10,epithelial
-610,590,-10,epithelial
-610,610,-10,epithelial
-610,630,-10,epithelial
-610,650,-10,epithelial
-610,670,-10,epithelial
-590,-670,-10,epithelial
-590,-650,-10,epithelial
-590,-630,-10,epithelial
-590,-610,-10,epithelial
-590,-590,-10,epithelial
-590,-570,-10,epithelial
-590,-550,-10,epithelial
-590,-530,-10,epithelial
-590,-510,-10,epithelial
-590,-490,-10,epithelial
-590,-470,-10,epithelial
-590,-450,-10,epithelial
-590,-430,-10,epithelial
-590,-410,-10,epithelial
-590,-390,-10,epithelial
-590,-370,-10,epithelial
-590,-350,-10,epithelial
-590,-330,-10,epithelial
-590,-310,-10,epithelial
-590,-290,-10,epithelial
-590,-270,-10,epithelial
-590,-250,-10,epithelial
-590,-230,-10,epithelial
-590,-210,-10,epithelial
-590,-190,-10,epithelial
-590,-170,-10,epithelial
-590,-150,-10,epithelial
-590,-130,-10,epithelial
-590,-110,-10,epithelial
-590,-90,-10,epithelial
-590,-70,-10,epithelial
-590,-50,-10,epithelial
-590,-30,-10,epithelial
-590,-10,-10,epithelial
-590,10,-10,epithelial
-590,30,-10,epithelial
-590,50,-10,epithelial
-590,70,-10,epithelial
-590,90,-10,epithelial
-590,110,-10,epithelial
-590,130,-10,epithelial
-590,150,-10,epithelial
-590,170,-10,epithelial
-590,190,-10,epithelial
-590,210,-10,epithelial
-590,230,-10,epithelial
-590,250,-10,epithelial
-590,270,-10,epithelial
-590,290,-10,epithelial
-590,310,-10,epithelial
-590,330,-10,epithelial
-590,350,-10,epithelial
-590,370,-10,epithelial
-590,390,-10,epithelial
-590,410,-10,epithelial
-590,430,-10,epithelial
-590,450,-10,epithelial
-590,470,-10,epithelial
-590,490,-10,epithelial
-590,510,-10,epithelial
-590,530,-10,epithelial
-590,550,-10,epithelial
-590,570,-10,epithelial
-590,590,-10,epithelial
-590,610,-10,epithelial
-590,630,-10,epithelial
-590,650,-10,epithelial
-590,670,-10,epithelial
-570,-670,-10,epithelial
-570,-650,-10,epithelial
-570,-630,-10,epithelial
-570,-610,-10,epithelial
-570,-590,-10,epithelial
-570,-570,-10,epithelial
-570,-550,-10,epithelial
-570,-530,-10,epithelial
-570,-510,-10,epithelial
-570,-490,-10,epithelial
-570,-470,-10,epithelial
-570,-450,-10,epithelial
-570,-430,-10,epithelial
-570,-410,-10,epithelial
-570,-390,-10,epithelial
-570,-370,-10,epithelial
-570,-350,-10,epithelial
-570,-330,-10,epithelial
-570,-310,-10,epithelial
-570,-290,-10,epithelial
-570,-270,-10,epithelial
-570,-250,-10,epithelial
-570,-230,-10,epithelial
-570,-210,-10,epithelial
-570,-190,-10,epithelial
-570,-170,-10,epithelial
-570,-150,-10,epithelial
-570,-130,-10,epithelial
-570,-110,-10,epithelial
-570,-90,-10,epithelial
-570,-70,-10,epithelial
-570,-50,-10,epithelial
-570,-30,-10,epithelial
-570,-10,-10,epithelial
-570,10,-10,epithelial
-570,30,-10,epithelial
-570,50,-10,epithelial
-570,70,-10,epithelial
-570,90,-10,epithelial
-570,110,-10,epithelial
-570,130,-10,epithelial
-570,150,-10,epithelial
-570,170,-10,epithelial
-570,190,-10,epithelial
-570,210,-10,epithelial
-570,230,-10,epithelial
-570,250,-10,epithelial
-570,270,-10,epithelial
-570,290,-10,epithelial
-570,310,-10,epithelial
-570,330,-10,epithelial
-570,350,-10,epithelial
-570,370,-10,epithelial
-570,390,-10,epithelial
-570,410,-10,epithelial
-570,430,-10,epithelial
-570,450,-10,epithelial
-570,470,-10,epithelial
-570,490,-10,epithelial
-570,510,-10,epithelial
-570,530,-10,epithelial
-570,550,-10,epithelial
-570,570,-10,epithelial
-570,590,-10,epithelial
-570,610,-10,epithelial
-570,630,-10,epithelial
-570,650,-10,epithelial
-570,670,-10,epithelial
-550,-670,-10,epithelial
-550,-650,-10,epithelial
-550,-630,-10,epithelial
-550,-610,-10,epithelial
-550,-590,-10,epithelial
-550,-570,-10,epithelial
-550,-550,-10,epithelial
-550,-530,-10,epithelial
-550,-510,-10,epithelial
-550,-490,-10,epithelial
-550,-470,-10,epithelial
-550,-450,-10,epithelial
-550,-430,-10,epithelial
-550,-410,-10,epithelial
-550,-390,-10,epithelial
-550,-370,-10,epithelial
-550,-350,-10,epithelial
-550,-330,-10,epithelial
-550,-310,-10,epithelial
-550,-290,-10,epithelial
-550,-270,-10,epithelial
-550,-250,-10,epithelial
-550,-230,-10,epithelial
-550,-210,-10,epithelial
-550,-190,-10,epithelial
-550,-170,-10,epithelial
-550,-150,-10,epithelial
-550,-130,-10,epithelial
-550,-110,-10,epithelial
-550,-90,-10,epithelial
-550,-70,-10,epithelial
-550,-50,-10,epithelial
-550,-30,-10,epithelial
-550,-10,-10,epithelial
-550,10,-10,epithelial
-550,30,-10,epithelial
-550,50,-10,epithelial
-550,70,-10,epithelial
-550,90,-10,epithelial
-550,110,-10,epithelial
-550,130,-10,epithelial
-550,150,-10,epithelial
-550,170,-10,epithelial
-550,190,-10,epithelial
-550,210,-10,epithelial
-550,230,-10,epithelial
-550,250,-10,epithelial
-550,270,-10,epithelial
-550,290,-10,epithelial
-550,310,-10,epithelial
-550,330,-10,epithelial
-550,350,-10,epithelial
-550,370,-10,epithelial
-550,390,-10,epithelial
-550,410,-10,epithelial
-550,430,-10,epithelial
-550,450,-10,epithelial
-550,470,-10,epithelial
-550,490,-10,epithelial
-550,510,-10,epithelial
-550,530,-10,epithelial
-550,550,-10,epithelial
-550,570,-10,epithelial
-550,590,-10,epithelial
-550,610,-10,epithelial
-550,630,-10,epithelial
-550,650,-10,epithelial
-550,670,-10,epithelial
-530,-670,-10,epithelial
-530,-650,-10,epithelial
-530,-630,-10,epithelial
-530,-610,-10,epithelial
-530,-590,-10,epithelial
-530,-570,-10,epithelial
-530,-550,-10,epithelial
-530,-530,-10,epithelial
-530,-510,-10,epithelial
-530,-490,-10,epithelial
-530,-470,-10,epithelial
-530,-450,-10,epithelial
-530,-430,-10,epithelial
-530,-410,-10,epithelial
-530,-390,-10,epithelial
-530,-370,-10,epithelial
-530,-350,-10,epithelial
-530,-330,-10,epithelial
-530,-310,-10,epithelial
-530,-290,-10,epithelial
-530,-270,-10,epithelial
-530,-250,-10,epithelial
-530,-230,-10,epithelial
-530,-210,-10,epithelial
-530,-190,-10,epithelial
-530,-170,-10,epithelial
-530,-150,-10,epithelial
-530,-130,-10,epithelial
-530,-110,-10,epithelial
-530,-90,-10,epithelial
-530,-70,-10,epithelial
-530,-50,-10,epithelial
-530,-30,-10,epithelial
-530,-10,-10,epithelial
-530,10,-10,epithelial
-530,30,-10,epithelial
-530,50,-10,epithelial
-530,70,-10,epithelial
-530,90,-10,epithelial
-530,110,-10,epithelial
-530,130,-10,epithelial
-530,150,-10,epithelial
-530,170,-10,epithelial
-530,190,-10,epithelial
-530,210,-10,epithelial
-530,230,-10,epithelial
-530,250,-10,epithelial
-530,270,-10,epithelial
-530,290,-10,epithelial
-530,310,-10,epithelial
-530,330,-10,epithelial
-530,350,-10,epithelial
-530,370,-10,epithelial
-530,390,-10,epithelial
-530,410,-10,epithelial
-530,430,-10,epithelial
-530,450,-10,epithelial
-530,470,-10,epithelial
-530,490,-10,epithelial
-530,510,-10,epithelial
-530,530,-10,epithelial
-530,550,-10,epithelial
-530,570,-10,epithelial
-530,590,-10,epithelial
-530,610,-10,epithelial
-530,630,-10,epithelial
-530,650,-10,epithelial
-530,670,-10,epithelial
-510,-670,-10,epithelial
-510,-650,-10,epithelial
-510,-630,-10,epithelial
-510,-610,-10,epithelial
-510,-590,-10,epithelial
-510,-570,-10,epithelial
-510,-550,-10,epithelial
-510,-530,-10,epithelial
-510,-510,-10,epithelial
-510,-490,-10,epithelial
-510,-470,-10,epithelial
-510,-450,-10,epithelial
-510,-430,-10,epithelial
-510,-410,-10,epithelial
-510,-390,-10,epithelial
-510,-370,-10,epithelial
-510,-350,-10,epithelial
-510,-330,-10,epithelial
-510,-310,-10,epithelial
-510,-290,-10,epithelial
-510,-270,-10,epithelial
-510,-250,-10,epithelial
-510,-230,-10,epithelial
-510,-210,-10,epithelial
-510,-190,-10,epithelial
-510,-170,-10,epithelial
-510,-150,-10,epithelial
-510,-130,-10,epithelial
-510,-110,-10,epithelial
-510,-90,-10,epithelial
-510,-70,-10,epithelial
-510,-50,-10,epithelial
-510,-30,-10,epithelial
-510,-10,-10,epithelial
-510,10,-10,epithelial
-510,30,-10,epithelial
-510,50,-10,epithelial
-510,70,-10,epithelial
-510,90,-10,epithelial
-510,110,-10,epithelial
-510,130,-10,epithelial
-510,150,-10,epithelial
-510,170,-10,epithelial
-510,190,-10,epithelial
-510,210,-10,epithelial
-510,230,-10,epithelial
-510,250,-10,epithelial
-510,270,-10,epithelial
-510,290,-10,epithelial
-510,310,-10,epithelial
-510,330,-10,epithelial
-510,350,-10,epithelial
-510,370,-10,epithelial
-510,390,-10,epithelial
-510,410,-10,epithelial
-510,430,-10,epithelial
-510,450,-10,epithelial
-510,470,-10,epithelial
-510,490,-10,epithelial
-510,510,-10,epithelial
-510,530,-10,epithelial
-510,550,-10,epithelial
-510,570,-10,epithelial
-510,590,-10,epithelial
-510,610,-10,epithelial
-510,630,-10,epithelial
-510,650,-10,epithelial
-510,670,-10,epithelial
-490,-670,-10,epithelial
-490,-650,-10,epithelial
-490,-630,-10,epithelial
-490,-610,-10,epithelial
-490,-590,-10,epithelial
-490,-570,-10,epithelial
-490,-550,-10,epithelial
-490,-530,-10,epithelial
-490,-510,-10,epithelial
-490,-490,-10,epithelial
-490,-470,-10,epithelial
-490,-450,-10,epithelial
-490,-430,-10,epithelial
-490,-410,-10,epithelial
-490,-390,-10,epithelial
-490,-370,-10,epithelial
-490,-350,-10,epithelial
-490,-330,-10,epithelial
-490,-310,-10,epithelial
-490,-290,-10,epithelial
-490,-270,-10,epithelial
-490,-250,-10,epithelial
-490,-230,-10,epithelial
-490,-210,-10,epithelial
-490,-190,-10,epithelial
-490,-170,-10,epithelial
-490,-150,-10,epithelial
-490,-130,-10,epithelial
-490,-110,-10,epithelial
-490,-90,-10,epithelial
-490,-70,-10,epithelial
-490,-50,-10,epithelial
-490,-30,-10,epithelial
-490,-10,-10,epithelial
-490,10,-10,epithelial
-490,30,-10,epithelial
-490,50,-10,epithelial
-490,70,-10,epithelial
-490,90,-10,epithelial
-490,110,-10,epithelial
-490,130,-10,epithelial
-490,150,-10,epithelial
-490,170,-10,epithelial
-490,190,-10,epithelial
-490,210,-10,epithelial
-490,230,-10,epithelial
-490,250,-10,epithelial
-490,270,-10,epithelial
-490,290,-10,epithelial
-490,310,-10,epithelial
-490,330,-10,epithelial
-490,350,-10,epithelial
-490,370,-10,epithelial
-490,390,-10,epithelial
-490,410,-10,epithelial
-490,430,-10,epithelial
-490,450,-10,epithelial
-490,470,-10,epithelial
-490,490,-10,epithelial
-490,510,-10,epithelial
-490,530,-10,epithelial
-490,550,-10,epithelial
-490,570,-10,epithelial
-490,590,-10,epithelial
-490,610,-10,epithelial
-490,630,-10,epithelial
-490,650,-10,epithelial
-490,670,-10,epithelial
-470,-670,-10,epithelial
-470,-650,-10,epithelial
-470,-630,-10,epithelial
-470,-610,-10,epithelial
-470,-590,-10,epithelial
-470,-570,-10,epithelial
-470,-550,-10,epithelial
-470,-530,-10,epithelial
-470,-510,-10,epithelial
-470,-490,-10,epithelial
-470,-470,-10,epithelial
-470,-450,-10,epithelial
-470,-430,-10,epithelial
-470,-410,-10,epithelial
-470,-390,-10,epithelial
-470,-370,-10,epithelial
-470,-350,-10,epithelial
-470,-330,-10,epithelial
-470,-310,-10,epithelial
-470,-290,-10,epithelial
-470,-270,-10,epithelial
-470,-250,-10,epithelial
-470,-230,-10,epithelial
-470,-210,-10,epithelial
-470,-190,-10,epithelial
-470,-170,-10,epithelial
-470,-150,-10,epithelial
-470,-130,-10,epithelial
-470,-110,-10,epithelial
-470,-90,-10,epithelial
-470,-70,-10,epithelial
-470,-50,-10,epithelial
-470,-30,-10,epithelial
-470,-10,-10,epithelial
-470,10,-10,epithelial
-470,30,-10,epithelial
-470,50,-10,epithelial
-470,70,-10,epithelial
-470,90,-10,epithelial
-470,110,-10,epithelial
-470,130,-10,epithelial
-470,150,-10,epithelial
-470,170,-10,epithelial
-470,190,-10,epithelial
-470,210,-10,epithelial
-470,230,-10,epithelial
-470,250,-10,epithelial
-470,270,-10,epithelial
-470,290,-10,epithelial
-470,310,-10,epithelial
-470,330,-10,epithelial
-470,350,-10,epithelial
-470,370,-10,epithelial
-470,390,-10,epithelial
-470,410,-10,epithelial
-470,430,-10,epithelial
-470,450,-10,epithelial
-470,470,-10,epithelial
-470,490,-10,epithelial
-470,510,-10,epithelial
-470,530,-10,epithelial
-470,550,-10,epithelial
-470,570,-10,epithelial
-470,590,-10,epithelial
-470,610,-10,epithelial
-470,630,-10,epithelial
-470,650,-10,epithelial
-470,670,-10,epithelial
-450,-670,-10,epithelial
-450,-650,-10,epithelial
-450,-630,-10,epithelial
-450,-610,-10,epithelial
-450,-590,-10,epithelial
-450,-570,-10,epithelial
-450,-550,-10,epithelial
-450,-530,-10,epithelial
-450,-510,-10,epithelial
-450,-490,-10,epithelial
-450,-470,-10,epithelial
-450,-450,-10,epithelial
-450,-430,-10,epithelial
-450,-410,-10,epithelial
-450,-390,-10,epithelial
-450,-370,-10,epithelial
-450,-350,-10,epithelial
-450,-330,-10,epithelial
-450,-310,-10,epithelial
-450,-290,-10,epithelial
-450,-270,-10,epithelial
-450,-250,-10,epithelial
-450,-230,-10,epithelial
-450,-210,-10,epithelial
-450,-190,-10,epithelial
-450,-170,-10,epithelial
-450,-150,-10,epithelial
-450,-130,-10,epithelial
-450,-110,-10,epithelial
-450,-90,-10,epithelial
-450,-70,-10,epithelial
-450,-50,-10,epithelial
-450,-30,-10,epithelial
-450,-10,-10,epithelial
-450,10,-10,epithelial
-450,30,-10,epithelial
-450,50,-10,epithelial
-450,70,-10,epithelial
-450,90,-10,epithelial
-450,110,-10,epithelial
-450,130,-10,epithelial
-450,150,-10,epithelial
-450,170,-10,epithelial
-450,190,-10,epithelial
-450,210,-10,epithelial
-450,230,-10,epithelial
-450,250,-10,epithelial
-450,270,-10,epithelial
-450,290,-10,epithelial
-450,310,-10,epithelial
-450,330,-10,epithelial
-450,350,-10,epithelial
-450,370,-10,epithelial
-450,390,-10,epithelial
-450,410,-10,epithelial
-450,430,-10,epithelial
-450,450,-10,epithelial
-450,470,-10,epithelial
-450,490,-10,epithelial
-450,510,-10,epithelial
-450,530,-10,epithelial
-450,550,-10,epithelial
-450,570,-10,epithelial
-450,590,-10,epithelial
-450,610,-10,epithelial
-450,630,-10,epithelial
-450,650,-10,epithelial
-450,670,-10,epithelial
-430,-670,-10,epithelial
-430,-650,-10,epithelial
-430,-630,-10,epithelial
-430,-610,-10,epithelial
-430,-590,-10,epithelial
-430,-570,-10,epithelial
-430,-550,-10,epithelial
-430,-530,-10,epithelial
-430,-510,-10,epithelial
-430,-490,-10,epithelial
-430,-470,-10,epithelial
-430,-450,-10,epithelial
-430,-430,-10,epithelial
-430,-410,-10,epithelial
-430,-390,-10,epithelial
-430,-370,-10,epithelial
-430,-350,-10,epithelial
-430,-330,-10,epithelial
-430,-310,-10,epithelial
-430,-290,-10,epithelial
-430,-270,-10,epithelial
-430,-250,-10,epithelial
-430,-230,-10,epithelial
-430,-210,-10,epithelial
-430,-190,-10,epithelial
-430,-170,-10,epithelial
-430,-150,-10,epithelial
-430,-130,-10,epithelial
-430,-110,-10,epithelial
-430,-90,-10,epithelial
-430,-70,-10,epithelial
-430,-50,-10,epithelial
-430,-30,-10,epithelial
-430,-10,-10,epithelial
-430,10,-10,epithelial
-430,30,-10,epithelial
-430,50,-10,epithelial
-430,70,-10,epithelial
-430,90,-10,epithelial
-430,110,-10,epithelial
-430,130,-10,epithelial
-430,150,-10,epithelial
-430,170,-10,epithelial
-430,190,-10,epithelial
-430,210,-10,epithelial
-430,230,-10,epithelial
-430,250,-10,epithelial
-430,270,-10,epithelial
-430,290,-10,epithelial
-430,310,-10,epithelial
-430,330,-10,epithelial
-430,350,-10,epithelial
-430,370,-10,epithelial
-430,390,-10,epithelial
-430,410,-10,epithelial
-430,430,-10,epithelial
-430,450,-10,epithelial
-430,470,-10,epithelial
-430,490,-10,epithelial
-430,510,-10,epithelial
-430,530,-10,epithelial
-430,550,-10,epithelial
-430,570,-10,epithelial
-430,590,-10,epithelial
-430,610,-10,epithelial
-430,630,-10,epithelial
-430,650,-10,epithelial
-430,670,-10,epithelial
-410,-670,-10,epithelial
-410,-650,-10,epithelial
-410,-630,-10,epithelial
-410,-610,-10,epithelial
-410,-590,-10,epithelial
-410,-570,-10,epithelial
-410,-550,-10,epithelial
-410,-530,-10,epithelial
-410,-510,-10,epithelial
-410,-490,-10,epithelial
-410,-470,-10,epithelial
-410,-450,-10,epithelial
-410,-430,-10,epithelial
-410,-410,-10,epithelial
-410,-390,-10,epithelial
-410,-370,-10,epithelial
-410,-350,-10,epithelial
-410,-330,-10,epithelial
-410,-310,-10,epithelial
-410,-290,-10,epithelial
-410,-270,-10,epithelial
-410,-250,-10,epithelial
-410,-230,-10,epithelial
-410,-210,-10,epithelial
-410,-190,-10,epithelial
-410,-170,-10,epithelial
-410,-150,-10,epithelial
-410,-130,-10,epithelial
-410,-110,-10,epithelial
-410,-90,-10,epithelial
-410,-70,-10,epithelial
-410,-50,-10,epithelial
-410,-30,-10,epithelial
-410,-10,-10,epithelial
-410,10,-10,epithelial
-410,30,-10,epithelial
-410,50,-10,epithelial
-410,70,-10,epithelial
-410,90,-10,epithelial
-410,110,-10,epithelial
-410,130,-10,epithelial
-410,150,-10,epithelial
-410,170,-10,epithelial
-410,190,-10,epithelial
-410,210,-10,epithelial
-410,230,-10,epithelial
-410,250,-10,epithelial
-410,270,-10,epithelial
-410,290,-10,epithelial
-410,310,-10,epithelial
-410,330,-10,epithelial
-410,350,-10,epithelial
-410,370,-10,epithelial
-410,390,-10,epithelial
-410,410,-10,epithelial
-410,430,-10,epithelial
-410,450,-10,epithelial
-410,470,-10,epithelial
-410,490,-10,epithelial
-410,510,-10,epithelial
-410,530,-10,epithelial
-410,550,-10,epithelial
-410,570,-10,epithelial
-410,590,-10,epithelial
-410,610,-10,epithelial
-410,630,-10,epithelial
-410,650,-10,epithelial
-410,670,-10,epithelial
-390,-670,-10,epithelial
-390,-650,-10,epithelial
-390,-630,-10,epithelial
-390,-610,-10,epithelial
-390,-590,-10,epithelial
-390,-570,-10,epithelial
-390,-550,-10,epithelial
-390,-530,-10,epithelial
-390,-510,-10,epithelial
-390,-490,-10,epithelial
-390,-470,-10,epithelial
-390,-450,-10,epithelial
-390,-430,-10,epithelial
-390,-410,-10,epithelial
-390,-390,-10,epithelial
-390,-370,-10,epithelial
-390,-350,-10,epithelial
-390,-330,-10,epithelial
-390,-310,-10,epithelial
-390,-290,-10,epithelial
-390,-270,-10,epithelial
-390,-250,-10,epithelial
-390,-230,-10,epithelial
-390,-210,-10,epithelial
-390,-190,-10,epithelial
-390,-170,-10,epithelial
-390,-150,-10,epithelial
-390,-130,-10,epithelial
-390,-110,-10,epithelial
-390,-90,-10,epithelial
-390,-70,-10,epithelial
-390,-50,-10,epithelial
-390,-30,-10,epithelial
-390,-10,-10,epithelial
-390,10,-10,epithelial
-390,30,-10,epithelial
-390,50,-10,epithelial
-390,70,-10,epithelial
-390,90,-10,epithelial
-390,110,-10,epithelial
-390,130,-10,epithelial
-390,150,-10,epithelial
-390,170,-10,epithelial
-390,190,-10,epithelial
-390,210,-10,epithelial
-390,230,-10,epithelial
-390,250,-10,epithelial
-390,270,-10,epithelial
-390,290,-10,epithelial
-390,310,-10,epithelial
-390,330,-10,epithelial
-390,350,-10,epithelial
-390,370,-10,epithelial
-390,390,-10,epithelial
-390,410,-10,epithelial
-390,430,-10,epithelial
-390,450,-10,epithelial
-390,470,-10,epithelial
-390,490,-10,epithelial
-390,510,-10,epithelial
-390,530,-10,epithelial
-390,550,-10,epithelial
-390,570,-10,epithelial
-390,590,-10,epithelial
-390,610,-10,epithelial
-390,630,-10,epithelial
-390,650,-10,epithelial
-390,670,-10,epithelial
-370,-670,-10,epithelial
-370,-650,-10,epithelial
-370,-630,-10,epithelial
-370,-610,-10,epithelial
-370,-590,-10,epithelial
-370,-570,-10,epithelial
-370,-550,-10,epithelial
-370,-530,-10,epithelial
-370,-510,-10,epithelial
-370,-490,-10,epithelial
-370,-470,-10,epithelial
-370,-450,-10,epithelial
-370,-430,-10,epithelial
-370,-410,-10,epithelial
-370,-390,-10,epithelial
